companyname,variationname,variationuuid,homeloantype,rate,comparisonrate,fixmonth,revertrate,introductoryrate,hasinvestmentpurpose,hasowneroccupiedpurpose,hasprincipalandinterest,hasinterestonly,hasweeklyrepayments,hasfortnightlyrepayments,hasmonthlyrepayments,minloanterm,maxlvr,maxloanterm,mintotalloanamount,maxtotalloanamount,extrarepaymentsallowed,hasoffsetaccount,hasredrawfacility,applicationfee,legalfee,valuationfee,settlementfee,dischargefee,IF Code,IF Product
Heritage Bank,Home Advantage Variable Investment Loan (Interest Only) ($250k-$700k) (LVR <80%)  ,660c897a-a0e9-404e-854b-a3f61fe3aba7,MATCH,4.79 vs 4.49,5.12 vs 4.83, vs 0,4.79 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,True vs FALSE,True vs FALSE,MATCH,MATCH,MATCH,MATCH,200 vs 250,510290,Heritage Bank - Investment Home Advantage Variable 250000 to 699999 (Interest Only)
Heritage Bank,Fixed Rate Investment Loan (Interest Only) 2 Years ,22db63d4-d14e-4135-824a-f488b002debf,MATCH,MATCH,MATCH,MATCH,5.69 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,90 vs 80,MATCH,MATCH, vs 9999999,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,200 vs 250,510262,Heritage Bank - Investment Fixed Loan (Interest Only) 2 Year
Heritage Bank,Fixed Rate Investment Loan (Interest Only) 5 Years ,02ab1e0b-81a4-4a50-ad91-1eb8c03405a7,MATCH,MATCH,MATCH,MATCH,5.69 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,90 vs 80,MATCH,MATCH, vs 9999999,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,200 vs 250,510265,Heritage Bank - Investment Fixed Loan (Interest Only) 5 Year
Bank of Queensland,Privileges Package Variable Rate Home Loan (Interest Only) ($150k-$250k) ,0ebf5586-ccfe-4c07-a1e2-0f4b5e9d93ad,MATCH,MATCH,MATCH, vs 0,5.51 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 0,MATCH,MATCH,MATCH,249999 vs 249999.99,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,507510,Bank of Queensland - Owner Occupied Home Loan Privileges Package Interest Only 150000 to 250000
Bank of Queensland,Privileges Package Variable Rate Home Loan (Interest Only) ($250k-$1m) ,ce524600-ad4b-407a-9ebf-0d062baa0e21,MATCH,MATCH,MATCH, vs 0,5.16 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 0,80 vs 70,MATCH,MATCH,999999 vs 999999.99,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,507550,Bank of Queensland - Owner Occupied Home Loan Privileges Package Interest Only 250000 to 1000000
Bank of Queensland,Privileges Package Variable Rate Investment Loan (Interest Only) ($1m+) ,6c72677c-a82b-454f-9626-374d8e02f1cb,MATCH,MATCH,MATCH, vs 0,5.68 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 0,MATCH,MATCH,MATCH,1500000 vs 9999999,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,507240,Bank of Queensland - Investment Home Loan Privileges Package Interest Only 1000000+
Bank of Queensland,Privileges Package Fixed Rate Investment Loan (Interest Only) 5 Years ,17546166-cdf6-458c-8898-e2f064815495,MATCH,MATCH,MATCH,MATCH,5.68 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,250000 vs 1000000, vs 9999999,True vs FALSE,True vs FALSE,MATCH,MATCH,MATCH,MATCH,MATCH,150 vs 320,507275,Bank of Queensland - Investment Home Loan Privileges Package Interest Only 1000000+ 5 Year
Bank of Queensland,Privileges Package Fixed Rate Investment Loan (Interest Only) 1 Year,e7e5866c-ab88-46b4-a767-9d0d914a46df,MATCH,MATCH,MATCH,MATCH,5.68 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,250000 vs 1000000, vs 9999999,True vs FALSE,True vs FALSE,MATCH,MATCH,MATCH,MATCH,MATCH,150 vs 320,507271,Bank of Queensland - Investment Home Loan Privileges Package Interest Only 1000000+ 1 Year
Bank of Queensland,Privileges Package Fixed Rate Investment Loan (Interest Only) 3 Years ,08063e51-ca7d-4bcd-8a0b-6977f583ae54,MATCH,MATCH,MATCH,MATCH,5.68 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,90 vs 80,MATCH,250000 vs 1000000, vs 9999999,True vs FALSE,True vs FALSE,MATCH,MATCH,MATCH,MATCH,MATCH,150 vs 320,507273,Bank of Queensland - Investment Home Loan Privileges Package Interest Only 1000000+ 3 Year
Bank of Queensland,Privileges Package Fixed Rate Home Loan (Interest Only) 4 Years ,915f64a6-3c76-42c1-a27f-bf12e7adcbea,MATCH,MATCH,MATCH,MATCH,5.11 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,250000 vs 1000000, vs 9999999,True vs FALSE,True vs FALSE,MATCH,MATCH,MATCH,MATCH,MATCH,150 vs 320,507574,Bank of Queensland - Owner Occupied Home Loan Privileges Package Interest Only 1000000 + 4 Year
Bank of Queensland,Privileges Package Fixed Rate Home Loan (Interest Only) 1 Year ,2bc2752b-7d35-41a4-8c43-358b0937a372,MATCH,MATCH,MATCH,MATCH,5.11 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,250000 vs 1000000, vs 9999999,True vs FALSE,True vs FALSE,MATCH,MATCH,MATCH,MATCH,MATCH,150 vs 320,507571,Bank of Queensland - Owner Occupied Home Loan Privileges Package Interest Only 1000000 + 1 Year
RESI Mortgage Corp,Flexi Options Fixed Investment Loan 2 Years ,653bfe46-d701-49c0-b512-17c8689f6cbb,MATCH,MATCH,4.6 vs 4.41,MATCH,4.51 vs 0,MATCH,MATCH,MATCH,MATCH,False vs True,MATCH,MATCH,MATCH,MATCH,95 vs 80,MATCH,250000 vs 10000,2500000 vs 2000000,MATCH,MATCH,MATCH,150 vs 0,330 vs 440,MATCH,0 vs 150,295 vs 200,485362,Resi Home Loans - Flexi Options Investment Fixed 2 Year
Morgan Brooks,Variable Investment Loan (LVR < 80%),f6afc628-88c3-4e9e-a44c-9d1b1b795599,MATCH,MATCH,MATCH, vs 0,3.99 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,25 vs 1,80 vs 90,MATCH,200000 vs 250000,2000000 vs 350000,MATCH,MATCH,MATCH,0 vs 250,MATCH,MATCH,MATCH,250 vs 0,506510,Morgan Brooks - Special Variable Rate Principal & Interest Investment
Morgan Brooks,Fixed Rate Home Loan 3 Years ,bc284e8d-d74f-4308-8320-1d0434d179f9,MATCH,MATCH,3.92 vs 4.19,MATCH,3.74 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,True vs False,MATCH,MATCH,0 vs 1,MATCH,45 vs 30,200000 vs 150000,MATCH,True vs FALSE,MATCH,MATCH,MATCH,MATCH,MATCH,250 vs 299,250 vs 0,357053,Morgan Brooks - Premium Fixed 3 year  3 Year Principal & Interest
Morgan Brooks,Special Variable Home Loan,a9a3cf5d-32e1-4b62-9f99-f1fa76fab21e,MATCH,MATCH,MATCH, vs 0,3.68 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,0 vs 1,80 vs 90,45 vs 30,200000 vs 150000,5000000 vs 1600000,True vs FALSE,MATCH,False vs TRUE,MATCH,MATCH,MATCH,MATCH,MATCH,515100,Morgan Brooks - Special Variable Rate Principal & Interest
CUA,Advance Variable Home Loan (Interest Only) (New Customer) ,25c8e773-e94b-4c1e-a13c-f11359645f54,MATCH,MATCH,MATCH, vs 0,4.24 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,0 vs 195,MATCH,195 vs 0,MATCH,512200,CUA - Advance Variable - Owner Occupier Interest Only
HSBC,Standard Variable Rate Investment Loan (Interest Only),42312cb0-cc4a-4a3f-ae7d-5e15334c5678,MATCH,MATCH,6.23 vs 6.22, vs 0,6.15 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 0,90 vs 80,30 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,0 vs 120,MATCH,MATCH,512540,HSBC - Variable Rate Loan - Investment Interest Only
HSBC,Fixed Rate Home Loan (Interest Only) 1 Year,8d3d7dab-e32a-422c-abc7-56ad0a5762c1,MATCH,MATCH,MATCH,MATCH,5.23 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,90 vs 80,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,0 vs 120,MATCH,MATCH,512411,HSBC - Fixed Rate Loan - Owner Occupied 1 Year Interest Only
HSBC,Fixed Rate Home Loan (Interest Only) 2 Years,1f675427-575f-4e02-ae72-d4a2fdca272f,MATCH,MATCH,MATCH,MATCH,5.23 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,90 vs 80,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,0 vs 120,MATCH,MATCH,512412,HSBC - Fixed Rate Loan - Owner Occupied 2 Year Interest Only
HSBC,Fixed Rate Investment Loan (Interest Only) 5 Years,e63b8df1-62e0-47f6-b8b8-50524e52b837,MATCH,MATCH,MATCH,MATCH,6.15 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,90 vs 80,MATCH,50000 vs 20000,7500000 vs 1000000,MATCH,MATCH,MATCH,MATCH,MATCH,0 vs 120,MATCH,MATCH,512405,HSBC - Fixed Rate Loan - Investment 5 Year Interest Only
HSBC,Fixed Rate Investment Loan (Interest Only) 2 Years,71eee6ee-f5e0-4f0c-974d-bd77fc4d325b,MATCH,MATCH,MATCH,MATCH,6.15 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,90 vs 80,MATCH,50000 vs 20000,7500000 vs 1000000,MATCH,MATCH,MATCH,MATCH,MATCH,0 vs 120,MATCH,MATCH,512402,HSBC - Fixed Rate Loan - Investment 2 Year Interest Only
HSBC,Fixed Rate Investment Loan (Interest Only) 4 Years,61aff0f1-81f4-4532-b407-716d2dd63425,MATCH,MATCH,MATCH,MATCH,6.15 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,90 vs 80,MATCH,50000 vs 20000,7500000 vs 1000000,MATCH,MATCH,MATCH,MATCH,MATCH,0 vs 120,MATCH,MATCH,512404,HSBC - Fixed Rate Loan - Investment 4 Year Interest Only
RACQ Bank,Fixed Rate Home Loan (QLD only) 2 Years,224f0c37-10ca-4196-be59-5daf263849d1,MATCH,MATCH,MATCH,MATCH,4.99 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 0,95 vs 80,MATCH,MATCH, vs 2000000,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,290 vs 0,393662,RACQ Bank - Home Loan Fixed - Owner Occupied - Standard Rates 2 Year Principal & Interest
RACQ Bank,Fixed Rate Home Loan (QLD only) 5 Years,852fce0c-6792-4887-976c-d5ca6f8e95c3,MATCH,4.29 vs 4.19,4.74 vs 4.70,MATCH,4.99 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 0,95 vs 80,MATCH,MATCH, vs 2000000,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,290 vs 0,393665,RACQ Bank - Home Loan Fixed - Owner Occupied - Standard Rates 5 Year Principal & Interest
RACQ Bank,Choices Fixed Home Loan (QLD only) 2 Years,435e5141-f204-41ec-8847-d018972efc1d,MATCH,MATCH,4.8 vs 4.80,MATCH,4.59 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 0,95 vs 80,MATCH,MATCH, vs 249999,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,290 vs 0,291362,RACQ Bank - Home Loan Fixed - Owner Occupied - Choices Package 2 Year Principal & Interest
RACQ Bank,Choices Fixed Home Loan (QLD only) 5 Years,8c92366f-41a8-4fc8-9860-c22a981db07d,MATCH,4.19 vs 4.09,4.8 vs 4.76,MATCH,4.59 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 0,95 vs 80,MATCH,MATCH, vs 249999,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,290 vs 0,291365,RACQ Bank - Home Loan Fixed - Owner Occupied - Choices Package 5 Year Principal & Interest
RACQ Bank,Choices Mortgage Breaker Home Loan (QLD only) ($250k-$500k),8a2ae488-cb46-47bb-bd2a-40edc17d753e,MATCH,MATCH,4.57 vs 4.53, vs 0,4.19 vs 0,0 vs 3.72,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 0,95 vs 80,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,290 vs 0,339150,RACQ Bank - Mortgage Breaker - Owner Occupied - Choices Package Principal & Interest
RACQ Bank,Mortgage Breaker Home Loan (QLD only),cd6702b2-dc34-441e-9096-24d4e33156f8,MATCH,MATCH,4.91 vs 5.03, vs 0,4.99 vs 0,3.72 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 0,95 vs 80,MATCH,MATCH, vs 2000000,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,290 vs 0,125410,RACQ Bank - Mortgage Breaker - Owner Occupied - Standard Variable Principal & Interest
RACQ Bank,Choices Mortgage Breaker Investment Loan (QLD only) ($150k-$250k),53944aa4-5b8c-42ee-9a8f-c4ccc4ba58c7,MATCH,MATCH,5.41 vs 5.32, vs 0,5.05 vs 0,0 vs 4.12,MATCH,MATCH,MATCH,False vs True,MATCH,MATCH,MATCH,1 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,True vs FALSE,MATCH,MATCH,MATCH,MATCH,290 vs 0,217960,RACQ Bank - Mortgage Breaker - Investment - Choices Package
RACQ Bank,Choices Mortgage Breaker Investment Loan (QLD only) ($500k+),73179bb0-dba7-41f8-beee-bc922d9e3272,MATCH,MATCH,4.92 vs 4.88, vs 0,4.55 vs 0,0 vs 4.12,MATCH,MATCH,MATCH,False vs True,MATCH,MATCH,MATCH,1 vs 0,MATCH,MATCH,MATCH, vs 2000000,MATCH,MATCH,True vs FALSE,MATCH,MATCH,MATCH,MATCH,290 vs 0,339110,RACQ Bank - Mortgage Breaker - Investment - Choices Package
RACQ Bank,Fixed Rate Investment Loan (QLD only) 1 Year,7ab12325-ea6a-45ef-8242-3b851c8639a6,MATCH,MATCH,MATCH,MATCH,5.45 vs 5.36,MATCH,MATCH,MATCH,MATCH,False vs True,MATCH,MATCH,MATCH,1 vs 0,MATCH,MATCH,MATCH, vs 2000000,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,290 vs 0,218661,RACQ Bank - Investment Fixed Loan (Interest Only or P&I) 1 Year
RACQ Bank,Fixed Rate Investment Loan (QLD only) 3 Years,723993d7-243a-4292-bb40-15db350f0b69,MATCH,MATCH,MATCH,MATCH,5.45 vs 5.36,MATCH,MATCH,MATCH,MATCH,False vs True,MATCH,MATCH,MATCH,1 vs 0,MATCH,MATCH,MATCH, vs 2000000,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,290 vs 0,218663,RACQ Bank - Investment Fixed Loan (Interest Only or P&I) 3 Year
RACQ Bank,Intro Rate Investment Loan Offer (QLD only) ($150k-$250k),3f55f02a-1549-45ce-8684-64d851208654,MATCH,5.05 vs 5.45,5.39 vs 5.36, vs 0,5.05 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 0,MATCH,MATCH,150000 vs 125000,249999 vs 2000000,MATCH,MATCH,True vs FALSE,MATCH,MATCH,MATCH,MATCH,290 vs 0,276840,RACQ Bank - Intro Rate Home Loan (Investment) Principal & Interest
RACQ Bank,Choices Fixed Investment Loan (QLD only) 1 Year ($250k-$500k),4197d32f-b153-437a-9338-a952d2382bbf,MATCH,4.14 vs 3.99,5.33 vs 5.31,MATCH,4.65 vs 4.97,MATCH,MATCH,MATCH,MATCH,False vs True,MATCH,MATCH,MATCH,1 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,290 vs 0,398331,RACQ Bank - Home Loan Fixed - Investment - Choices Package 1 Year
RACQ Bank,Choices Fixed Investment Loan (QLD only) 2 Years ($500k+),70dc7e43-c16a-4110-adb9-ea400bcc55a9,MATCH,4.14 vs 4.05,5.24 vs 5.23,MATCH,4.55 vs 4.88,MATCH,MATCH,MATCH,MATCH,False vs True,MATCH,MATCH,MATCH,1 vs 0,MATCH,MATCH,MATCH, vs 2000000,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,290 vs 0,398342,RACQ Bank - Home Loan Fixed - Investment - Choices Package 2 Year
RACQ Bank,Choices Fixed Investment Loan (QLD only) 3 Years ($500k+),baa45977-adff-4b40-8a92-0bc120f3f885,MATCH,4.24 vs 4.09,5.2 vs 5.16,MATCH,4.55 vs 4.88,MATCH,MATCH,MATCH,MATCH,False vs True,MATCH,MATCH,MATCH,1 vs 0,MATCH,MATCH,MATCH, vs 2000000,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,290 vs 0,398343,RACQ Bank - Home Loan Fixed - Investment - Choices Package 3 Year
RACQ Bank,Mortgage Saver Special Home Loan (QLD only),d7c84752-4fff-4789-9580-825cd7a5d222,MATCH,3.74 vs 3.62,3.74 vs 3.62, vs 0,3.74 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,1 vs 0,95 vs 80,MATCH,MATCH, vs 2000000,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,290 vs 0,409170,RACQ Bank - Mortgage Saver Special - Owner Occupied Principal & Interest
MyState,Basic Variable Home Loan (Principal and Interest) (LVR 80%-90%),6ffee06a-a49a-4945-9147-ce34c56e50fc,MATCH,3.79 vs 4.66,3.82 vs 4.69, vs 0,3.79 vs 0,MATCH,MATCH,MATCH,MATCH,False vs True,MATCH,MATCH,MATCH,1 vs 5,90 vs 80,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,0 vs 350,250 vs 0,514700,MyState - Basic Variable Home Loan Offer (LVR <90)
Illawarra Credit Union,Fixed Home Loan 5 Years (Interest Only),6c95dd3e-4e01-4995-ade7-8567f2b4f8f3,MATCH,MATCH,4.57 vs 4.72,MATCH,4.2 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,95 vs 80,30 vs 25,MATCH, vs 3000000,False vs TRUE,True vs FALSE,MATCH,0 vs 210,MATCH,MATCH,60 vs 250,250 vs 0,515595,Illawarra Credit Union - Fixed Rate Loans IO 5 Year Interest Only
Illawarra Credit Union,Fixed Home Loan 1 Year (Interest Only),23364a76-045b-4b7f-9921-3dbc5db584f8,MATCH,MATCH,4.26 vs 4.48,MATCH,4.2 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,95 vs 80,30 vs 25,MATCH, vs 3000000,False vs TRUE,True vs FALSE,MATCH,0 vs 210,MATCH,MATCH,60 vs 250,250 vs 0,515591,Illawarra Credit Union - Fixed Rate Loans IO 1 Year Interest Only
Illawarra Credit Union,Fixed Lite Home Loan 5 Years (Interest Only),42efef61-21d0-440b-8cd8-84a016e0fcb1,MATCH,MATCH,5.16 vs 5.30,MATCH,5.1 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,95 vs 80,30 vs 5,30000 vs 250000,249999 vs 3000000,False vs TRUE,True vs FALSE,MATCH,0 vs 210,MATCH,MATCH,60 vs 250,250 vs 0,515605,Illawarra Credit Union - Fixed Rate Lite Loans IO 5 Year Interest Only
Illawarra Credit Union,Fixed Lite Home Loan 2 Years (Interest Only),eccb862b-f2a9-47ff-bfea-638d5e03f2a0,MATCH,MATCH,5.04 vs 5.24,MATCH,5.1 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,95 vs 80,30 vs 5,30000 vs 250000,249999 vs 3000000,False vs TRUE,True vs FALSE,MATCH,0 vs 210,MATCH,MATCH,60 vs 250,250 vs 0,515602,Illawarra Credit Union - Fixed Rate Lite Loans IO 2 Year Interest Only
Catalyst Money,Fixed Home Loan 5 Years (Interest Only),96d7a8e4-657e-4534-9a25-06864b0c2908,MATCH,MATCH,4.57 vs 4.72,MATCH,4.2 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,95 vs 80,30 vs 25,MATCH, vs 3000000,False vs TRUE,True vs FALSE,MATCH,0 vs 210,MATCH,MATCH,60 vs 250,250 vs 0,515615,Catalyst Money - Fixed Rate Home Loan IO 5 Year Interest Only
Catalyst Money,Fixed Home Loan 3 Years (Interest Only),56d60d89-9e5e-4342-8930-807d7922bd90,MATCH,MATCH,4.36 vs 4.54,MATCH,4.2 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,95 vs 80,30 vs 25,MATCH, vs 3000000,False vs TRUE,True vs FALSE,MATCH,0 vs 210,MATCH,MATCH,60 vs 250,250 vs 0,515613,Catalyst Money - Fixed Rate Home Loan IO 3 Year Interest Only
Catalyst Money,Fixed Lite Home Loan 2 Years (Interest Only),3b38c6e9-45e0-4735-b74f-cef9f60d444e,MATCH,MATCH,5.04 vs 5.24,MATCH,5.1 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,95 vs 80,30 vs 25,30000 vs 250000,249999 vs 3000000,MATCH,True vs FALSE,MATCH,0 vs 210,MATCH,MATCH,60 vs 250,250 vs 0,515622,Catalyst Money - Fixed Rate Lite Loans IO 2 Year Interest Only
Catalyst Money,Fixed Lite Home Loan 5 Years (Interest Only),0fbb9933-19b2-4521-a33d-c1bb2d483501,MATCH,MATCH,5.16 vs 5.30,MATCH,5.1 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,95 vs 80,30 vs 25,30000 vs 250000,249999 vs 3000000,MATCH,True vs FALSE,MATCH,0 vs 210,MATCH,MATCH,60 vs 250,250 vs 0,515625,Catalyst Money - Fixed Rate Lite Loans IO 5 Year Interest Only
Horizon Credit Union,Home Sweet Home Loan,dc500fe9-e651-4ffb-ad58-e08a552d3ac8,MATCH,MATCH,MATCH, vs 0,4.69 vs 0,0 vs 3.99,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH, vs 1000000,MATCH,MATCH,MATCH,MATCH,0 vs 360,0 vs 225,MATCH,0 vs 385,516640,Horizon Credit Union - Home Sweet Home Loan Principal & Interest
loans.com.au,Fixed Investment Loan (Interest Only) 1 Year,cfad79a6-bf7d-40cd-895d-7338e6c1b02e,MATCH,MATCH,4.2 vs 4.20,MATCH,4.19 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,False vs TRUE,MATCH,MATCH,MATCH,MATCH,MATCH,515641,loans.com.au - Fixed Rate INV IO 1 Year Interest Only Investment
loans.com.au,Fixed Investment Loan (Interest Only) 3 Years,36ac22ff-2261-4b8b-b53b-006300faee28,MATCH,MATCH,MATCH,MATCH,4.19 vs 0,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,False vs TRUE,MATCH,MATCH,MATCH,MATCH,MATCH,515643,loans.com.au - Fixed Rate INV IO 3 Year Interest Only Investment
Newcastle Permanent,Premium Plus Package Fixed Rate Home Loan (Principal and Interest) 2 Years,93fea306-1dda-4cb7-8cbd-22407310d47f,MATCH,MATCH,MATCH,MATCH,4.37 vs 0,MATCH,MATCH,MATCH,MATCH,False vs True,MATCH,MATCH,MATCH,1 vs 0,90 vs 80,MATCH, vs 5000, vs 10000000,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,250 vs 0,515732,Newcastle Permanent Building Society - Premium Plus Package Fixed Rate Home Loan 2 Year
Newcastle Permanent,Premium Plus Package Fixed Rate Home Loan (Principal and Interest) 4 Years,05161c03-a8c6-4e03-8f3c-5f35efa3816d,MATCH,MATCH,MATCH,MATCH,4.37 vs 0,MATCH,MATCH,MATCH,MATCH,False vs True,MATCH,MATCH,MATCH,1 vs 0,90 vs 80,MATCH, vs 5000, vs 10000000,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,250 vs 0,515734,Newcastle Permanent Building Society - Premium Plus Package Fixed Rate Home Loan 4 Year
Newcastle Permanent,Premium Plus Package Fixed Rate Home Loan (Principal and Interest) 7 Years,95eaf77c-c4d7-45f9-b682-a1c89f8e55ed,MATCH,MATCH,MATCH,MATCH,4.37 vs 0,MATCH,MATCH,MATCH,MATCH,False vs True,MATCH,MATCH,MATCH,1 vs 0,90 vs 80,MATCH, vs 5000, vs 10000000,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,250 vs 0,515737,Newcastle Permanent Building Society - Premium Plus Package Fixed Rate Home Loan 7 Year
Newcastle Permanent,Premium Plus Package Fixed Rate Investment Loan (Principal and Interest) 10 Years,8b90ed78-56fc-4a72-87b5-c0caa6b092f8,MATCH,MATCH,MATCH,MATCH,4.67 vs 0,MATCH,MATCH,MATCH,MATCH,False vs True,MATCH,MATCH,MATCH,1 vs 0,90 vs 80,MATCH, vs 5000, vs 10000000,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,250 vs 0,5157410,Newcastle Permanent Building Society - Premium Plus Package Fixed Rate Investment Home Loan 10 Year
Newcastle Permanent,Premium Plus Package Fixed Rate Investment Loan (Principal and Interest) 4 Years,fe5c2db7-743c-4f6e-9f2d-bf798b8ad0db,MATCH,MATCH,MATCH,MATCH,4.67 vs 0,MATCH,MATCH,MATCH,MATCH,False vs True,MATCH,MATCH,MATCH,1 vs 0,90 vs 80,MATCH, vs 5000, vs 10000000,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,250 vs 0,515744,Newcastle Permanent Building Society - Premium Plus Package Fixed Rate Investment Home Loan 4 Year
Newcastle Permanent,Premium Plus Package Fixed Rate Investment Loan (Principal and Interest) 2 Years,d8601ece-cd1d-4da5-a390-eceb191eb8a3,MATCH,MATCH,MATCH,MATCH,4.67 vs 0,MATCH,MATCH,MATCH,MATCH,False vs True,MATCH,MATCH,MATCH,1 vs 0,90 vs 80,MATCH, vs 5000, vs 10000000,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,MATCH,250 vs 0,515742,Newcastle Permanent Building Society - Premium Plus Package Fixed Rate Investment Home Loan 2 Year
