Company,Product,url,Home Loan Type,Rate,Comparison Rate,Fixed Months,Revert Rate,Introductory Rate,Loan Type,Security Type,Availability,Repayment Options,Repayment Frequency,Interest Rate Notes,Min Loan Term,Max Loan Term,Min Loan Amount,Max Loan Amount,Max Loan to Value Ration (LVR),Max LVR with Mortgage Insurance,Extra Repayments,Loan is Transferable (Portable),Transfer Fee,Mortgage Offset Available,Mortgage Offset 100%,Mortgage Offset Rate,Redraw Available,Min Redraw Amount,Max Redraw Amount,Redraw Fee,Redraw Notice Period,Redraw Method,Split Available,Max No. of Accounts for Split,Separate Statements for Split,Statement Frequency,Fixed Option,Fee for Fixing,Application Fee,Legal Fee,Valuation Fee,Settlement Fee,Service Fee,Exit Fee
Arab Bank,Fixed Rate Home Loan  -  Investment Loans Only,http://www.infochoice.com.au/home-loans/arab-bank/fixed-rate-home-loan---investment-loans-only-2152/,FIXED,4.95,5.30,5 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest Interest Only,Weekly Fortnightly Monthly,,1,30,$15000.00,$10000000.00,80%,95%,FALSE,TRUE,$300.00,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,n/a,FALSE,,FALSE,n/a,$600.00,$0,$0,$0,$8.00,$250.00,
Arab Bank,Basics Home Loan Owner Occupier with LVR 70% or less P & I,http://www.infochoice.com.au/home-loans/arab-bank/basics-home-loan-owner-occupier-with-lvr--or-less-p--i-51640/,VARIABLE,3.40,3.54,0,0,0,Basic,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,2.09% off the standard Basics home loan rate for life of the loan,3,30,$250000.00,$10000000.00,70%,70%,TRUE,TRUE,$300.00,FALSE,FALSE,0%,TRUE,$2000.00,$0,$10.00,Same business day,Internet,FALSE,n/a,FALSE,,FALSE,n/a,$600.00,$0,$0,$0,$8.00,$115.00,
Adelaide Bank,SmartSaver interest only,http://www.infochoice.com.au/home-loans/adelaide-bank/smartsaver-interest-only-52401/,VARIABLE,4.99,4.97,0,0,0,Basic,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,Max LVR for interest only 80% Max interest only term 5 years,5,30,$10000.00,$5000000.00,80%,80%,FALSE,TRUE,$350.00,FALSE,FALSE,0%,TRUE,$500.00,$0,$0,,Internet,TRUE,3,TRUE,2,FALSE,n/a,$325.00,$0,$0,$120.00,$0,$0,
Arab Bank,The Basics Home Loan,http://www.infochoice.com.au/home-loans/arab-bank/the-basics-home-loan-1997/,VARIABLE,5.49,5.62,0,0,0,Basic,ResidentialProperty,Owner Occupiers Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$50000.00,$10000000.00,80%,95%,TRUE,TRUE,$300.00,FALSE,FALSE,0%,TRUE,$2000.00,$0,$50.00,,,FALSE,0,FALSE,2,FALSE,$0,$600.00,$0,$0,$0,$8.00,$250.00,
AMP,SMSF - AMP SuperEdge Variable Rate Loan IO,http://www.infochoice.com.au/home-loans/amp/smsf-amp-superedge-variable-rate-loan-io-27507/,VARIABLE,6.37,6.59,0,0,0,Variable,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,10,30,$100000.00,$750000.00,70%,70%,TRUE,FALSE,$0,TRUE,TRUE,0%,FALSE,$0,$0,$0,,,TRUE,10,TRUE,2,TRUE,$350.00,$200.00,$1925.00,$0,$0,$10.00,$100.00,
Australian Military Bank,Construction Loan,http://www.infochoice.com.au/home-loans/australian-military-bank/construction-loan-34420/,VARIABLE,5.34,5.38,0,0,0,Basic,ResidentialProperty,Owner Occupiers,Interest Only,Weekly Fortnightly Monthly,,0,3,$50000.00,$5000000.00,80%,95%,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$500.00,$242.00,$0,$25.00,$0,$300.00,
Australian Military Bank,Australian Military Bank Variable Offset Home Loan,http://www.infochoice.com.au/home-loans/australian-military-bank/australian-military-bank-variable-offset-home-loan-26948/,VARIABLE,4.69,4.75,0,0,0,Variable,ResidentialProperty,Owner Occupiers,Principal & Interest Interest Only,Weekly Fortnightly Monthly,,5,30,$50000.00,$2500000.00,80%,95%,TRUE,TRUE,$250.00,FALSE,TRUE,0%,TRUE,$500.00,$0,$20.00,Same business day,Internet,TRUE,n/a,FALSE,4,TRUE,$250.00,$500.00,$242.00,$0,$25.00,$0,$300.00,
Australian Military Bank,Fixed Investment Loan PI,http://www.infochoice.com.au/home-loans/australian-military-bank/fixed-investment-loan-pi-34419/,FIXED,4.09,4.94,2 Year,4.95,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,2,30,$150000.00,$5000000.00,80%,95%,FALSE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,n/a,FALSE,,FALSE,n/a,$500.00,$242.00,$0,$25.00,$5.00,$300.00,
Australian Military Bank,Fixed Investment Loan PI,http://www.infochoice.com.au/home-loans/australian-military-bank/fixed-investment-loan-pi-34419/,FIXED,4.29,4.92,3 Year,4.95,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,2,30,$150000.00,$5000000.00,80%,95%,FALSE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,n/a,FALSE,,FALSE,n/a,$500.00,$242.00,$0,$25.00,$5.00,$300.00,
Australian Military Bank,DHA Investment Loan IO,http://www.infochoice.com.au/home-loans/australian-military-bank/dha-investment-loan-io-49852/,VARIABLE,5.50,5.65,0,0,0,Variable,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,This loan is available for Defence Housing Australia (DHA) Investment properties only.,1,30,$150000.00,$5000000.00,80%,90%,TRUE,FALSE,$0,TRUE,TRUE,0%,TRUE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$500.00,$242.00,$0,$25.00,$0,$300.00,
AMP,SMSF - AMP SuperEdge Variable Rate Loan P&I,http://www.infochoice.com.au/home-loans/amp/smsf-amp-superedge-variable-rate-loan-pi-48462/,VARIABLE,6.02,6.28,0,0,0,Variable,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,10,30,$100000.00,$750000.00,70%,70%,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,10,TRUE,2,TRUE,$350.00,$200.00,$1925.00,$0,$0,$10.00,$100.00,
AMP,SMSF - AMP SuperEdge Fixed Rate Loans P&I,http://www.infochoice.com.au/home-loans/amp/smsf-amp-superedge-fixed-rate-loans-pi-48461/,FIXED,5.29,6.21,1 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,10,30,$100000.00,$750000.00,70%,70%,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,10,TRUE,2,TRUE,$350.00,$200.00,$1925.00,$0,$0,$10.00,$100.00,
AMP,SMSF - AMP SuperEdge Fixed Rate Loans P&I,http://www.infochoice.com.au/home-loans/amp/smsf-amp-superedge-fixed-rate-loans-pi-48461/,FIXED,5.59,6.20,2 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,10,30,$100000.00,$750000.00,70%,70%,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,10,TRUE,2,TRUE,$350.00,$200.00,$1925.00,$0,$0,$10.00,$100.00,
AMP,SMSF - AMP SuperEdge Fixed Rate Loans P&I,http://www.infochoice.com.au/home-loans/amp/smsf-amp-superedge-fixed-rate-loans-pi-48461/,FIXED,5.59,6.16,3 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,10,30,$100000.00,$750000.00,70%,70%,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,10,TRUE,2,TRUE,$350.00,$200.00,$1925.00,$0,$0,$10.00,$100.00,
AMP,SMSF - AMP SuperEdge Fixed Rate Loans P&I,http://www.infochoice.com.au/home-loans/amp/smsf-amp-superedge-fixed-rate-loans-pi-48461/,FIXED,5.89,6.22,5 Year,0,0,Fixed,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,10,30,$100000.00,$750000.00,70%,70%,TRUE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,10,TRUE,2,TRUE,$350.00,$200.00,$1925.00,$0,$0,$10.00,$100.00,
AMP,SMSF - AMP SuperEdge Fixed Rate Loans IO,http://www.infochoice.com.au/home-loans/amp/smsf-amp-superedge-fixed-rate-loans-io-27508/,FIXED,5.49,6.22,1 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,10,30,$100000.00,$750000.00,70%,70%,FALSE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,10,TRUE,2,TRUE,$350.00,$200.00,$1925.00,$0,$0,$10.00,$100.00,
AMP,SMSF - AMP SuperEdge Fixed Rate Loans IO,http://www.infochoice.com.au/home-loans/amp/smsf-amp-superedge-fixed-rate-loans-io-27508/,FIXED,5.79,6.23,2 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,10,30,$100000.00,$750000.00,70%,70%,FALSE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,10,TRUE,2,TRUE,$350.00,$200.00,$1925.00,$0,$0,$10.00,$100.00,
AMP,SMSF - AMP SuperEdge Fixed Rate Loans IO,http://www.infochoice.com.au/home-loans/amp/smsf-amp-superedge-fixed-rate-loans-io-27508/,FIXED,5.79,6.21,3 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,10,30,$100000.00,$750000.00,70%,70%,FALSE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,10,TRUE,2,TRUE,$350.00,$200.00,$1925.00,$0,$0,$10.00,$100.00,
AMP,SMSF - AMP SuperEdge Fixed Rate Loans IO,http://www.infochoice.com.au/home-loans/amp/smsf-amp-superedge-fixed-rate-loans-io-27508/,FIXED,6.09,6.29,5 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,10,30,$100000.00,$750000.00,70%,70%,FALSE,FALSE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,10,TRUE,2,TRUE,$350.00,$200.00,$1925.00,$0,$0,$10.00,$100.00,
Australian Military Bank,Australian Military Bank Home Equity Overdraft Loan,http://www.infochoice.com.au/home-loans/australian-military-bank/australian-military-bank-home-equity-overdraft-loan-27145/,VARIABLE,5.49,5.49,0,0,0,HomeEquity,ResidentialProperty,Owner Occupiers Investors,Principal & Interest,Weekly Fortnightly Monthly,,5,30,$50000.00,$2500000.00,80%,80%,TRUE,TRUE,$250.00,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,FALSE,n/a,FALSE,4,FALSE,n/a,$500.00,$242.00,$0,$25.00,$5.00,$300.00,
Australian Military Bank,Australian Military Bank Investment Home Loan,http://www.infochoice.com.au/home-loans/australian-military-bank/australian-military-bank-investment-home-loan-27118/,VARIABLE,4.30,4.45,0,0,0,Basic,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,5,30,$30000.00,$2500000.00,80%,95%,TRUE,TRUE,$250.00,FALSE,TRUE,0%,TRUE,$0,$0,$0,Same business day,Internet,TRUE,n/a,FALSE,4,TRUE,$250.00,$500.00,$242.00,$0,$25.00,$0,$300.00,
Australian Military Bank,Fixed Investment Loan IO,http://www.infochoice.com.au/home-loans/australian-military-bank/fixed-investment-loan-io-49847/,FIXED,3.98,4.90,2 Year,4.95,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,2,30,$150000.00,$5000000.00,80%,95%,FALSE,TRUE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,n/a,FALSE,,FALSE,n/a,$500.00,$242.00,$0,$25.00,$5.00,$300.00,
Australian Military Bank,Fixed Investment Loan IO,http://www.infochoice.com.au/home-loans/australian-military-bank/fixed-investment-loan-io-49847/,FIXED,4.09,4.84,3 Year,4.95,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,2,30,$150000.00,$5000000.00,80%,95%,FALSE,TRUE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,n/a,FALSE,,FALSE,n/a,$500.00,$242.00,$0,$25.00,$5.00,$300.00,
Australian Military Bank,Australian Military Bank Value Home Loan,http://www.infochoice.com.au/home-loans/australian-military-bank/australian-military-bank-value-home-loan-27106/,VARIABLE,4.09,4.15,0,0,0,Basic,ResidentialProperty,Owner Occupiers Investors,Principal & Interest,Weekly Fortnightly Monthly,,5,30,$250000.00,$2500000.00,80%,95%,TRUE,TRUE,$250.00,FALSE,TRUE,0%,TRUE,$500.00,$0,$20.00,Same business day,Internet,TRUE,n/a,FALSE,4,TRUE,$250.00,$500.00,$242.00,$0,$25.00,$0,$300.00,
Australian Military Bank,Fixed Rate Home Loan,http://www.infochoice.com.au/home-loans/australian-military-bank/fixed-rate-home-loan-31388/,FIXED,4.33,5.17,2 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest Interest Only,Weekly Fortnightly Monthly,,2,30,$150000.00,$5000000.00,80%,95%,FALSE,TRUE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,2,FALSE,,FALSE,n/a,$500.00,$242.00,$0,$25.00,$0,$300.00,
Australian Military Bank,Fixed Rate Home Loan,http://www.infochoice.com.au/home-loans/australian-military-bank/fixed-rate-home-loan-31388/,FIXED,4.44,5.12,3 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest Interest Only,Weekly Fortnightly Monthly,,2,30,$150000.00,$5000000.00,80%,95%,FALSE,TRUE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,2,FALSE,,FALSE,n/a,$500.00,$242.00,$0,$25.00,$0,$300.00,
Australian Military Bank,Fixed Rate Home Loan,http://www.infochoice.com.au/home-loans/australian-military-bank/fixed-rate-home-loan-31388/,FIXED,4.99,5.22,5 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest Interest Only,Weekly Fortnightly Monthly,,2,30,$150000.00,$5000000.00,80%,95%,FALSE,TRUE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,2,FALSE,,FALSE,n/a,$500.00,$242.00,$0,$25.00,$0,$300.00,
Australian Military Bank,DHA Investment Loan PI,http://www.infochoice.com.au/home-loans/australian-military-bank/dha-investment-loan-pi-34421/,VARIABLE,5.20,5.35,0,0,0,Variable,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,This loan is available for Defence Housing Australia (DHA) Investment properties only.,1,30,$150000.00,$5000000.00,80%,90%,TRUE,FALSE,$0,TRUE,TRUE,0%,TRUE,$0,$0,$0,,,FALSE,n/a,FALSE,,FALSE,n/a,$500.00,$242.00,$0,$25.00,$0,$300.00,
AMP,Professional Package Variable Rate Loan ($750000+ Owner Occupied Loans only) P&I,http://www.infochoice.com.au/home-loans/amp/professional-package-variable-rate-loan-pi-48454/,VARIABLE,3.59,3.96,0,0,0,Variable,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,10,30,$750000.00,$2000000.00,90%,90%,TRUE,TRUE,$375.00,TRUE,TRUE,0%,TRUE,$0,$0,$0,,,TRUE,10,TRUE,2,TRUE,$375.00,$0,$295.00,$0,$0,$349.00,$100.00,
ANZ,ANZ Simplicity PLUS IO,http://www.infochoice.com.au/home-loans/anz/anz-simplicity-plus-io-49744/,VARIABLE,4.75,4.67,0,0,0,Basic,ResidentialProperty,Owner Occupiers,Interest Only,Weekly Fortnightly Monthly,,0,30,$50000.00,$10000000.00,80%,95%,TRUE,TRUE,$0,FALSE,FALSE,0%,TRUE,$2000.00,$0,$0,,,TRUE,n/a,TRUE,12,FALSE,n/a,$0,$0,$0,$0,$0,$160.00,
ANZ,ANZ Simplicity PLUS Investment Loan P&I,http://www.infochoice.com.au/home-loans/anz/anz-simplicity-plus-investment-loan-pi-2048/,VARIABLE,4.55,4.59,0,0,0,Basic,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,0,30,$50000.00,$1000000.00,80%,95%,TRUE,TRUE,$0,FALSE,FALSE,0%,TRUE,$2000.00,$0,$0,,,TRUE,n/a,TRUE,12,FALSE,n/a,$600.00,$0,$0,$0,$0,$160.00,
ANZ,ANZ Standard Variable Loan P&I,http://www.infochoice.com.au/home-loans/anz/anz-standard-variable-loan-pi-1711/,VARIABLE,5.20,5.30,0,0,0,Variable,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,0,30,$20000.00,$10000000.00,80%,95%,TRUE,TRUE,$0,TRUE,TRUE,0%,TRUE,$2000.00,$0,$0,,,TRUE,20,TRUE,12,TRUE,$200.00,$600.00,$0,$0,$0,$5.00,$160.00,
ANZ,ANZ Standard Residential Investment Loan IO,http://www.infochoice.com.au/home-loans/anz/anz-standard-residential-investment-loan-io-49750/,VARIABLE,6.26,6.09,0,0,0,Variable,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,0,30,$20000.00,$10000000.00,80%,95%,TRUE,TRUE,$0,TRUE,TRUE,0%,TRUE,$2000.00,$0,$0,,,TRUE,20,TRUE,12,TRUE,$200.00,$600.00,$0,$0,$0,$5.00,$160.00,
ANZ,ANZ Land Loan IO,http://www.infochoice.com.au/home-loans/anz/anz-land-loan-io-49743/,VARIABLE,5.75,5.52,0,0,0,Variable,ResidentialProperty,Owner Occupiers,Interest Only,Weekly Fortnightly Monthly,,1,30,$50000.00,$1000000.00,80%,95%,TRUE,TRUE,$0,FALSE,FALSE,0%,TRUE,$2000.00,$0,$0,,,TRUE,n/a,TRUE,12,FALSE,n/a,$600.00,$0,$0,$0,$0,$160.00,
ANZ,ANZ Land Loan (Investment) P&I,http://www.infochoice.com.au/home-loans/anz/anz-land-loan-pi-40068/,VARIABLE,5.80,5.90,0,0,0,Variable,ResidentialProperty,Investors,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$50000.00,$1000000.00,80%,95%,TRUE,TRUE,$0,FALSE,FALSE,0%,TRUE,$2000.00,$0,$0,,,TRUE,n/a,TRUE,12,FALSE,n/a,$600.00,$0,$0,$0,$0,$160.00,
ANZ,ANZ Land Loan (Investment) IO,http://www.infochoice.com.au/home-loans/anz/anz-land-loan-io-49748/,VARIABLE,6.26,6.09,0,0,0,Variable,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,$50000.00,$1000000.00,80%,95%,TRUE,TRUE,$0,FALSE,FALSE,0%,TRUE,$2000.00,$0,$0,,,TRUE,n/a,TRUE,12,FALSE,n/a,$600.00,$0,$0,$0,$0,$160.00,
ANZ,ANZ Interest in Advance Loan - Yearly (without Breakfree),http://www.infochoice.com.au/home-loans/anz/anz-interest-in-advance-loan-yearly-43190/,FIXED,4.41,5.76,1 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,0,30,$20000.00,$1000000.00,80%,90%,FALSE,TRUE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,n/a,FALSE,,FALSE,n/a,$600.00,$0,$0,$0,$10.00,$0,
ANZ,ANZ Interest in Advance Loan - Yearly (without Breakfree),http://www.infochoice.com.au/home-loans/anz/anz-interest-in-advance-loan-yearly-43190/,FIXED,4.54,5.66,2 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,0,30,$20000.00,$1000000.00,80%,90%,FALSE,TRUE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,n/a,FALSE,,FALSE,n/a,$600.00,$0,$0,$0,$10.00,$0,
ANZ,ANZ Interest in Advance Loan - Yearly (without Breakfree),http://www.infochoice.com.au/home-loans/anz/anz-interest-in-advance-loan-yearly-43190/,FIXED,4.64,5.59,3 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,0,30,$20000.00,$1000000.00,80%,90%,FALSE,TRUE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,n/a,FALSE,,FALSE,n/a,$600.00,$0,$0,$0,$10.00,$0,
ANZ,ANZ Interest in Advance Loan - Yearly (without Breakfree),http://www.infochoice.com.au/home-loans/anz/anz-interest-in-advance-loan-yearly-43190/,FIXED,5.04,5.64,4 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,0,30,$20000.00,$1000000.00,80%,90%,FALSE,TRUE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,n/a,FALSE,,FALSE,n/a,$600.00,$0,$0,$0,$10.00,$0,
ANZ,ANZ Interest in Advance Loan - Yearly (without Breakfree),http://www.infochoice.com.au/home-loans/anz/anz-interest-in-advance-loan-yearly-43190/,FIXED,5.14,5.63,5 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,0,30,$20000.00,$1000000.00,80%,90%,FALSE,TRUE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,n/a,FALSE,,FALSE,n/a,$600.00,$0,$0,$0,$10.00,$0,
ANZ,ANZ Interest in Advance Loan - Yearly (without Breakfree),http://www.infochoice.com.au/home-loans/anz/anz-interest-in-advance-loan-yearly-43190/,FIXED,7.49,6.85,7 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,0,30,$20000.00,$1000000.00,80%,90%,FALSE,TRUE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,n/a,FALSE,,FALSE,n/a,$600.00,$0,$0,$0,$10.00,$0,
ANZ,ANZ Interest in Advance Loan - Yearly (without Breakfree),http://www.infochoice.com.au/home-loans/anz/anz-interest-in-advance-loan-yearly-43190/,FIXED,7.49,7.10,10 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,0,30,$20000.00,$1000000.00,80%,90%,FALSE,TRUE,$0,FALSE,FALSE,0%,FALSE,$0,$0,$0,,,TRUE,n/a,FALSE,,FALSE,n/a,$600.00,$0,$0,$0,$10.00,$0,
ANZ,ANZ Simplicity PLUS Investment Loan IO,http://www.infochoice.com.au/home-loans/anz/anz-simplicity-plus-investment-loan-io-49749/,VARIABLE,4.75,4.67,0,0,0,Basic,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,0,30,$50000.00,$1000000.00,80%,95%,TRUE,TRUE,$0,FALSE,FALSE,0%,TRUE,$2000.00,$0,$0,,,TRUE,n/a,TRUE,12,FALSE,n/a,$600.00,$0,$0,$0,$0,$160.00,
ANZ,ANZ Fixed Loan Investment (without Breakfree Package) IO,http://www.infochoice.com.au/home-loans/anz/anz-fixed-loan-investment-io-49747/,FIXED,4.84,5.80,1 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,$20000.00,$10000000.00,80%,95%,FALSE,TRUE,$0,TRUE,TRUE,0%,FALSE,$0,$0,$0,,,TRUE,20,TRUE,12,TRUE,$200.00,$600.00,$0,$0,$0,$10.00,$160.00,
ANZ,ANZ Fixed Loan Investment (without Breakfree Package) IO,http://www.infochoice.com.au/home-loans/anz/anz-fixed-loan-investment-io-49747/,FIXED,4.74,5.70,2 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,$20000.00,$10000000.00,80%,95%,FALSE,TRUE,$0,TRUE,TRUE,0%,FALSE,$0,$0,$0,,,TRUE,20,TRUE,12,TRUE,$200.00,$600.00,$0,$0,$0,$10.00,$160.00,
ANZ,ANZ Fixed Loan Investment (without Breakfree Package) IO,http://www.infochoice.com.au/home-loans/anz/anz-fixed-loan-investment-io-49747/,FIXED,4.84,5.64,3 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,$20000.00,$10000000.00,80%,95%,FALSE,TRUE,$0,TRUE,TRUE,0%,FALSE,$0,$0,$0,,,TRUE,20,TRUE,12,TRUE,$200.00,$600.00,$0,$0,$0,$10.00,$160.00,
ANZ,ANZ Fixed Loan Investment (without Breakfree Package) IO,http://www.infochoice.com.au/home-loans/anz/anz-fixed-loan-investment-io-49747/,FIXED,5.24,5.71,4 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,$20000.00,$10000000.00,80%,95%,FALSE,TRUE,$0,TRUE,TRUE,0%,FALSE,$0,$0,$0,,,TRUE,20,TRUE,12,TRUE,$200.00,$600.00,$0,$0,$0,$10.00,$160.00,
ANZ,ANZ Fixed Loan Investment (without Breakfree Package) IO,http://www.infochoice.com.au/home-loans/anz/anz-fixed-loan-investment-io-49747/,FIXED,5.34,5.71,5 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,$20000.00,$10000000.00,80%,95%,FALSE,TRUE,$0,TRUE,TRUE,0%,FALSE,$0,$0,$0,,,TRUE,20,TRUE,12,TRUE,$200.00,$600.00,$0,$0,$0,$10.00,$160.00,
ANZ,ANZ Fixed Loan Investment (without Breakfree Package) IO,http://www.infochoice.com.au/home-loans/anz/anz-fixed-loan-investment-io-49747/,FIXED,7.69,6.97,7 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,$20000.00,$10000000.00,80%,95%,FALSE,TRUE,$0,TRUE,TRUE,0%,FALSE,$0,$0,$0,,,TRUE,20,TRUE,12,TRUE,$200.00,$600.00,$0,$0,$0,$10.00,$160.00,
ANZ,ANZ Fixed Loan Investment (without Breakfree Package) IO,http://www.infochoice.com.au/home-loans/anz/anz-fixed-loan-investment-io-49747/,FIXED,7.69,7.25,10 Year,0,0,Fixed,ResidentialProperty,Investors,Interest Only,Weekly Fortnightly Monthly,,1,30,$20000.00,$10000000.00,80%,95%,FALSE,TRUE,$0,TRUE,TRUE,0%,FALSE,$0,$0,$0,,,TRUE,20,TRUE,12,TRUE,$200.00,$600.00,$0,$0,$0,$10.00,$160.00,
ANZ,ANZ Fixed Interest Rates (without Breakfree Package) P&I,http://www.infochoice.com.au/home-loans/anz/anz-fixed-interest-rates-pi-1713/,FIXED,4.24,5.16,1 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$20000.00,$10000000.00,80%,95%,FALSE,TRUE,$0,TRUE,TRUE,0%,FALSE,$0,$0,$0,,,TRUE,20,TRUE,12,TRUE,$200.00,$600.00,$0,$0,$0,$10.00,$160.00,
ANZ,ANZ Fixed Interest Rates (without Breakfree Package) P&I,http://www.infochoice.com.au/home-loans/anz/anz-fixed-interest-rates-pi-1713/,FIXED,4.14,5.06,2 Year,0,0,Fixed,ResidentialProperty,Owner Occupiers,Principal & Interest,Weekly Fortnightly Monthly,,1,30,$20000.00,$10000000.00,80%,95%,FALSE,TRUE,$0,TRUE,TRUE,0%,FALSE,$0,$0,$0,,,TRUE,20,TRUE,12,TRUE,$200.00,$600.00,$0,$0,$0,$10.00,$160.00,
