Company,Product ID,Product,Variation,url,DIV,Intro rate,Intro rate term,Intro rate type,Comparison Rate,Fixed loan revert rate,Application fee,Legal fee,Valuation fee,Settlement fee,Other upfront fee (% of loan),Service fee,Service Term,Discharge fee,Minimum loan amount,Maximum loan amount,Minimum LVR,Maximum LVR,Availability,Repayment Type,Repayment Frequency,Extra repayments,Repayment holidays,Redraw facility,Minimum redraw amount,Split account,Offset account,Other restrictions,Other benefits,Interest Rate,Term,Variation ID
Defence Bank,2415,Ultimate Home Loan (Fixed Package),Ultimate Home Loan (under $250k Investment) (Fixed Package),https://mozo.com.au/home-loans/information/defence-bank/Ultimate-Home-Loan-Fixed-Package/5332,fragment product_id_2415 clearfix,,0 Months,none,5.46%,5.22%,$0.00,$0.00,$0.00,$0.00,none,$380.00,yearly,$0.00,"$150,000","$249,999",none,80.00%,Investment,N/A,Weekly Fortnightly Monthly,yes - free,no,no,none,yes,no,none,none,3.99%,Fixed 1 year rate,2415 Fixed 1 year rate
Defence Bank,2415,Ultimate Home Loan (Fixed Package),Ultimate Home Loan (under $250k Investment) (Fixed Package),https://mozo.com.au/home-loans/information/defence-bank/Ultimate-Home-Loan-Fixed-Package/5332,fragment product_id_2415 clearfix,,0 Months,none,5.38%,5.22%,$0.00,$0.00,$0.00,$0.00,none,$380.00,yearly,$0.00,"$150,000","$249,999",none,80.00%,Investment,N/A,Weekly Fortnightly Monthly,yes - free,no,no,none,yes,no,none,none,4.19%,Fixed 2 year rate,2415 Fixed 2 year rate
Defence Bank,2415,Ultimate Home Loan (Fixed Package),Ultimate Home Loan (under $250k Investment) (Fixed Package),https://mozo.com.au/home-loans/information/defence-bank/Ultimate-Home-Loan-Fixed-Package/5332,fragment product_id_2415 clearfix,,0 Months,none,5.32%,5.22%,$0.00,$0.00,$0.00,$0.00,none,$380.00,yearly,$0.00,"$150,000","$249,999",none,80.00%,Investment,N/A,Weekly Fortnightly Monthly,yes - free,no,no,none,yes,no,none,none,4.29%,Fixed 3 year rate,2415 Fixed 3 year rate
Defence Bank,2415,Ultimate Home Loan (Fixed Package),Ultimate Home Loan (under $250k Investment) (Fixed Package),https://mozo.com.au/home-loans/information/defence-bank/Ultimate-Home-Loan-Fixed-Package/5332,fragment product_id_2415 clearfix,,0 Months,none,5.43%,5.22%,$0.00,$0.00,$0.00,$0.00,none,$380.00,yearly,$0.00,"$150,000","$249,999",none,80.00%,Investment,N/A,Weekly Fortnightly Monthly,yes - free,no,no,none,yes,no,none,none,4.79%,Fixed 4 year rate,2415 Fixed 4 year rate
Defence Bank,2415,Ultimate Home Loan (Fixed Package),Ultimate Home Loan (under $250k Investment) (Fixed Package),https://mozo.com.au/home-loans/information/defence-bank/Ultimate-Home-Loan-Fixed-Package/5332,fragment product_id_2415 clearfix,,0 Months,none,5.39%,5.22%,$0.00,$0.00,$0.00,$0.00,none,$380.00,yearly,$0.00,"$150,000","$249,999",none,80.00%,Investment,N/A,Weekly Fortnightly Monthly,yes - free,no,no,none,yes,no,none,none,4.79%,Fixed 5 year rate,2415 Fixed 5 year rate
Defence Bank,4239,Ultimate Home Loan (Fixed Package),Ultimate Home Loan ($250k to $750k Investment) (Fixed Package),https://mozo.com.au/home-loans/information/defence-bank/Ultimate-Home-Loan-Fixed-Package/5332,fragment product_id_4239 clearfix,,0 Months,none,5.23%,4.97%,$0.00,$0.00,$0.00,$0.00,none,$380.00,yearly,$0.00,"$250,000","$749,999",none,80.00%,Investment,N/A,Weekly Fortnightly Monthly,yes - free,no,no,none,yes,no,none,none,3.99%,Fixed 1 year rate,4239 Fixed 1 year rate
Defence Bank,4239,Ultimate Home Loan (Fixed Package),Ultimate Home Loan ($250k to $750k Investment) (Fixed Package),https://mozo.com.au/home-loans/information/defence-bank/Ultimate-Home-Loan-Fixed-Package/5332,fragment product_id_4239 clearfix,,0 Months,none,5.18%,4.97%,$0.00,$0.00,$0.00,$0.00,none,$380.00,yearly,$0.00,"$250,000","$749,999",none,80.00%,Investment,N/A,Weekly Fortnightly Monthly,yes - free,no,no,none,yes,no,none,none,4.19%,Fixed 2 year rate,4239 Fixed 2 year rate
Defence Bank,4239,Ultimate Home Loan (Fixed Package),Ultimate Home Loan ($250k to $750k Investment) (Fixed Package),https://mozo.com.au/home-loans/information/defence-bank/Ultimate-Home-Loan-Fixed-Package/5332,fragment product_id_4239 clearfix,,0 Months,none,5.15%,4.97%,$0.00,$0.00,$0.00,$0.00,none,$380.00,yearly,$0.00,"$250,000","$749,999",none,80.00%,Investment,N/A,Weekly Fortnightly Monthly,yes - free,no,no,none,yes,no,none,none,4.29%,Fixed 3 year rate,4239 Fixed 3 year rate
Defence Bank,4239,Ultimate Home Loan (Fixed Package),Ultimate Home Loan ($250k to $750k Investment) (Fixed Package),https://mozo.com.au/home-loans/information/defence-bank/Ultimate-Home-Loan-Fixed-Package/5332,fragment product_id_4239 clearfix,,0 Months,none,5.27%,4.97%,$0.00,$0.00,$0.00,$0.00,none,$380.00,yearly,$0.00,"$250,000","$749,999",none,80.00%,Investment,N/A,Weekly Fortnightly Monthly,yes - free,no,no,none,yes,no,none,none,4.79%,Fixed 4 year rate,4239 Fixed 4 year rate
Defence Bank,4239,Ultimate Home Loan (Fixed Package),Ultimate Home Loan ($250k to $750k Investment) (Fixed Package),https://mozo.com.au/home-loans/information/defence-bank/Ultimate-Home-Loan-Fixed-Package/5332,fragment product_id_4239 clearfix,,0 Months,none,5.25%,4.97%,$0.00,$0.00,$0.00,$0.00,none,$380.00,yearly,$0.00,"$250,000","$749,999",none,80.00%,Investment,N/A,Weekly Fortnightly Monthly,yes - free,no,no,none,yes,no,none,none,4.79%,Fixed 5 year rate,4239 Fixed 5 year rate
Defence Bank,4240,Ultimate Home Loan (Fixed Package),Ultimate Home Loan (over $750k Investment) (Fixed Package),https://mozo.com.au/home-loans/information/defence-bank/Ultimate-Home-Loan-Fixed-Package/5332,fragment product_id_4240 clearfix,,0 Months,none,5.19%,4.92%,$0.00,$0.00,$0.00,$0.00,none,$380.00,yearly,$0.00,"$750,000",none,none,80.00%,Investment,N/A,Weekly Fortnightly Monthly,yes - free,no,no,none,yes,no,none,none,3.99%,Fixed 1 year rate,4240 Fixed 1 year rate
Defence Bank,4240,Ultimate Home Loan (Fixed Package),Ultimate Home Loan (over $750k Investment) (Fixed Package),https://mozo.com.au/home-loans/information/defence-bank/Ultimate-Home-Loan-Fixed-Package/5332,fragment product_id_4240 clearfix,,0 Months,none,5.15%,4.92%,$0.00,$0.00,$0.00,$0.00,none,$380.00,yearly,$0.00,"$750,000",none,none,80.00%,Investment,N/A,Weekly Fortnightly Monthly,yes - free,no,no,none,yes,no,none,none,4.19%,Fixed 2 year rate,4240 Fixed 2 year rate
Defence Bank,4240,Ultimate Home Loan (Fixed Package),Ultimate Home Loan (over $750k Investment) (Fixed Package),https://mozo.com.au/home-loans/information/defence-bank/Ultimate-Home-Loan-Fixed-Package/5332,fragment product_id_4240 clearfix,,0 Months,none,5.11%,4.92%,$0.00,$0.00,$0.00,$0.00,none,$380.00,yearly,$0.00,"$750,000",none,none,80.00%,Investment,N/A,Weekly Fortnightly Monthly,yes - free,no,no,none,yes,no,none,none,4.29%,Fixed 3 year rate,4240 Fixed 3 year rate
Defence Bank,4240,Ultimate Home Loan (Fixed Package),Ultimate Home Loan (over $750k Investment) (Fixed Package),https://mozo.com.au/home-loans/information/defence-bank/Ultimate-Home-Loan-Fixed-Package/5332,fragment product_id_4240 clearfix,,0 Months,none,5.24%,4.92%,$0.00,$0.00,$0.00,$0.00,none,$380.00,yearly,$0.00,"$750,000",none,none,80.00%,Investment,N/A,Weekly Fortnightly Monthly,yes - free,no,no,none,yes,no,none,none,4.79%,Fixed 4 year rate,4240 Fixed 4 year rate
Defence Bank,4240,Ultimate Home Loan (Fixed Package),Ultimate Home Loan (over $750k Investment) (Fixed Package),https://mozo.com.au/home-loans/information/defence-bank/Ultimate-Home-Loan-Fixed-Package/5332,fragment product_id_4240 clearfix,,0 Months,none,5.23%,4.92%,$0.00,$0.00,$0.00,$0.00,none,$380.00,yearly,$0.00,"$750,000",none,none,80.00%,Investment,N/A,Weekly Fortnightly Monthly,yes - free,no,no,none,yes,no,none,none,4.79%,Fixed 5 year rate,4240 Fixed 5 year rate
Defence Bank,1704,Essentials Home Loan,Essentials Home Loan (Owner Occupier),https://mozo.com.au/home-loans/information/defence-bank/Essentials-Home-Loan/5329,fragment product_id_1704 clearfix,n/a,0 Months,none,4.68%,n/a,$0.00,$420.25,$205.25,$275.00,none,$8.00,monthly,$250.00,"$50,000","$1,500,000",none,95.00%,Owner Occupier,Principal & Interest Interest Only,Weekly Fortnightly Monthly,yes - free,no,yes - free,$100.00,yes,yes,none,none,4.52%,N/A,N/A
Defence Bank,2412,Essentials Home Loan,Essentials Home Loan (Investment),https://mozo.com.au/home-loans/information/defence-bank/Essentials-Home-Loan/5329,fragment product_id_2412 clearfix,n/a,0 Months,none,5.38%,n/a,$0.00,$420.25,$205.25,$275.00,none,$8.00,monthly,$250.00,"$50,000","$1,500,000",none,80.00%,Investor,Principal & Interest Interest Only,Weekly Fortnightly Monthly,yes - free,no,yes - free,$100.00,yes,yes,none,none,5.22%,N/A,N/A
Defence Bank,1705,Essentials Home Loan (Fixed),Essentials Home Loan (Owner Occupier) (Fixed),https://mozo.com.au/home-loans/information/defence-bank/Essentials-Home-Loan-Fixed/5330,fragment product_id_1705 clearfix,,0 Months,none,4.63%,4.52%,$0.00,$420.25,$205.25,$275.00,none,$8.00,monthly,$250.00,"$50,000","$1,500,000",none,95.00%,Owner Occupier,N/A,Weekly Fortnightly Monthly,yes - free,no,no,none,yes,no,none,none,3.99%,Fixed 1 year rate,1705 Fixed 1 year rate
Defence Bank,1705,Essentials Home Loan (Fixed),Essentials Home Loan (Owner Occupier) (Fixed),https://mozo.com.au/home-loans/information/defence-bank/Essentials-Home-Loan-Fixed/5330,fragment product_id_1705 clearfix,,0 Months,none,4.58%,4.52%,$0.00,$420.25,$205.25,$275.00,none,$8.00,monthly,$250.00,"$50,000","$1,500,000",none,95.00%,Owner Occupier,N/A,Weekly Fortnightly Monthly,yes - free,no,no,none,yes,no,none,none,3.98%,Fixed 2 year rate,1705 Fixed 2 year rate
Defence Bank,1705,Essentials Home Loan (Fixed),Essentials Home Loan (Owner Occupier) (Fixed),https://mozo.com.au/home-loans/information/defence-bank/Essentials-Home-Loan-Fixed/5330,fragment product_id_1705 clearfix,,0 Months,none,4.55%,4.52%,$0.00,$420.25,$205.25,$275.00,none,$8.00,monthly,$250.00,"$50,000","$1,500,000",none,95.00%,Owner Occupier,N/A,Weekly Fortnightly Monthly,yes - free,no,no,none,yes,no,none,none,4.04%,Fixed 3 year rate,1705 Fixed 3 year rate
Defence Bank,1705,Essentials Home Loan (Fixed),Essentials Home Loan (Owner Occupier) (Fixed),https://mozo.com.au/home-loans/information/defence-bank/Essentials-Home-Loan-Fixed/5330,fragment product_id_1705 clearfix,,0 Months,none,4.74%,4.52%,$0.00,$420.25,$205.25,$275.00,none,$8.00,monthly,$250.00,"$50,000","$1,500,000",none,95.00%,Owner Occupier,N/A,Weekly Fortnightly Monthly,yes - free,no,no,none,yes,no,none,none,4.69%,Fixed 4 year rate,1705 Fixed 4 year rate
Defence Bank,1705,Essentials Home Loan (Fixed),Essentials Home Loan (Owner Occupier) (Fixed),https://mozo.com.au/home-loans/information/defence-bank/Essentials-Home-Loan-Fixed/5330,fragment product_id_1705 clearfix,,0 Months,none,4.75%,4.52%,$0.00,$420.25,$205.25,$275.00,none,$8.00,monthly,$250.00,"$50,000","$1,500,000",none,95.00%,Owner Occupier,N/A,Weekly Fortnightly Monthly,yes - free,no,no,none,yes,no,none,none,4.69%,Fixed 5 year rate,1705 Fixed 5 year rate
Defence Bank,2413,Essentials Home Loan (Fixed),Essentials Home Loan (Investment) (Fixed),https://mozo.com.au/home-loans/information/defence-bank/Essentials-Home-Loan-Fixed/5330,fragment product_id_2413 clearfix,,0 Months,none,5.27%,5.22%,$0.00,$420.25,$205.25,$275.00,none,$8.00,monthly,$250.00,"$50,000","$1,500,000",none,95.00%,Investment,N/A,Weekly Fortnightly Monthly,yes - free,no,no,none,yes,no,none,none,4.09%,Fixed 1 year rate,2413 Fixed 1 year rate
Defence Bank,2413,Essentials Home Loan (Fixed),Essentials Home Loan (Investment) (Fixed),https://mozo.com.au/home-loans/information/defence-bank/Essentials-Home-Loan-Fixed/5330,fragment product_id_2413 clearfix,,0 Months,none,5.20%,5.22%,$0.00,$420.25,$205.25,$275.00,none,$8.00,monthly,$250.00,"$50,000","$1,500,000",none,95.00%,Investment,N/A,Weekly Fortnightly Monthly,yes - free,no,no,none,yes,no,none,none,4.29%,Fixed 2 year rate,2413 Fixed 2 year rate
Defence Bank,2413,Essentials Home Loan (Fixed),Essentials Home Loan (Investment) (Fixed),https://mozo.com.au/home-loans/information/defence-bank/Essentials-Home-Loan-Fixed/5330,fragment product_id_2413 clearfix,,0 Months,none,5.15%,5.22%,$0.00,$420.25,$205.25,$275.00,none,$8.00,monthly,$250.00,"$50,000","$1,500,000",none,95.00%,Investment,N/A,Weekly Fortnightly Monthly,yes - free,no,no,none,yes,no,none,none,4.39%,Fixed 3 year rate,2413 Fixed 3 year rate
Defence Bank,2413,Essentials Home Loan (Fixed),Essentials Home Loan (Investment) (Fixed),https://mozo.com.au/home-loans/information/defence-bank/Essentials-Home-Loan-Fixed/5330,fragment product_id_2413 clearfix,,0 Months,none,5.26%,5.22%,$0.00,$420.25,$205.25,$275.00,none,$8.00,monthly,$250.00,"$50,000","$1,500,000",none,95.00%,Investment,N/A,Weekly Fortnightly Monthly,yes - free,no,no,none,yes,no,none,none,4.89%,Fixed 4 year rate,2413 Fixed 4 year rate
Defence Bank,2413,Essentials Home Loan (Fixed),Essentials Home Loan (Investment) (Fixed),https://mozo.com.au/home-loans/information/defence-bank/Essentials-Home-Loan-Fixed/5330,fragment product_id_2413 clearfix,,0 Months,none,5.24%,5.22%,$0.00,$420.25,$205.25,$275.00,none,$8.00,monthly,$250.00,"$50,000","$1,500,000",none,95.00%,Investment,N/A,Weekly Fortnightly Monthly,yes - free,no,no,none,yes,no,none,none,4.89%,Fixed 5 year rate,2413 Fixed 5 year rate
Defence Bank,1706,Ultimate Home Loan (Package),Ultimate Home Loan (under $250k Owner Occupier) (Package),https://mozo.com.au/home-loans/information/defence-bank/Ultimate-Home-Loan-Package/5331,fragment product_id_1706 clearfix,n/a,0 Months,none,4.89%,n/a,$0.00,$0.00,$0.00,$0.00,none,$380.00,yearly,$0.00,"$150,000","$249,999",none,95.00%,Owner Occupier,Principal & Interest Interest Only,Weekly Fortnightly Monthly,yes - free,no,yes - free,$100.00,yes,yes,none,none,4.52%,N/A,N/A
Defence Bank,3044,Ultimate Home Loan (Package),Ultimate Home Loan ($250k to $750k Owner Occupier) (Package),https://mozo.com.au/home-loans/information/defence-bank/Ultimate-Home-Loan-Package/5331,fragment product_id_3044 clearfix,n/a,0 Months,none,4.79%,n/a,$0.00,$0.00,$0.00,$0.00,none,$380.00,yearly,$0.00,"$250,000","$749,999",none,95.00%,Owner Occupier,Principal & Interest Interest Only,Weekly Fortnightly Monthly,yes - free,no,yes - free,$100.00,yes,yes,none,none,4.42%,N/A,N/A
Defence Bank,3045,Ultimate Home Loan (Package),Ultimate Home Loan (over $750k Owner Occupier) (Package),https://mozo.com.au/home-loans/information/defence-bank/Ultimate-Home-Loan-Package/5331,fragment product_id_3045 clearfix,n/a,0 Months,none,4.69%,n/a,$0.00,$0.00,$0.00,$0.00,none,$380.00,yearly,$0.00,"$750,000",none,none,95.00%,Owner Occupier,Principal & Interest Interest Only,Weekly Fortnightly Monthly,yes - free,no,yes - free,$100.00,yes,yes,none,none,4.32%,N/A,N/A
Defence Bank,2414,Ultimate Home Loan (Package),Ultimate Home Loan (under $250k Investment) (Package),https://mozo.com.au/home-loans/information/defence-bank/Ultimate-Home-Loan-Package/5331,fragment product_id_2414 clearfix,n/a,0 Months,none,5.58%,n/a,$0.00,$0.00,$0.00,$0.00,none,$380.00,yearly,$0.00,"$150,000","$249,999",none,80.00%,Investor,Principal & Interest Interest Only,Weekly Fortnightly Monthly,yes - free,no,yes - free,$100.00,yes,yes,none,none,5.22%,N/A,N/A
Defence Bank,3183,Ultimate Home Loan (Package),Ultimate Home Loan ($250k to $750k Investment) (Package),https://mozo.com.au/home-loans/information/defence-bank/Ultimate-Home-Loan-Package/5331,fragment product_id_3183 clearfix,n/a,0 Months,none,5.33%,n/a,$0.00,$0.00,$0.00,$0.00,none,$380.00,yearly,$0.00,"$250,000","$749,999",none,80.00%,Investor,Principal & Interest Interest Only,Weekly Fortnightly Monthly,yes - free,no,yes - free,$100.00,yes,yes,none,none,4.97%,N/A,N/A
Defence Bank,3184,Ultimate Home Loan (Package),Ultimate Home Loan (over $750k Investment) (Package),https://mozo.com.au/home-loans/information/defence-bank/Ultimate-Home-Loan-Package/5331,fragment product_id_3184 clearfix,n/a,0 Months,none,5.28%,n/a,$0.00,$0.00,$0.00,$0.00,none,$380.00,yearly,$0.00,"$750,000",none,none,80.00%,Investor,Principal & Interest Interest Only,Weekly Fortnightly Monthly,yes - free,no,yes - free,$100.00,yes,yes,none,none,4.92%,N/A,N/A
Defence Bank,3999,Premier Home Loan,Premier Home Loan (Owner Occupier),https://mozo.com.au/home-loans/information/defence-bank/Premier-Home-Loan/6334,fragment product_id_3999 clearfix,n/a,0 Months,none,3.95%,n/a,$0.00,$0.00,$0.00,$0.00,none,$0.00,,$0.00,"$350,000",none,none,80.00%,Owner Occupier,Principal & Interest,Weekly Fortnightly Monthly,yes - free,no,yes - free,$0.00,no,yes,none,none,3.95%,N/A,N/A
Defence Bank,4111,Premier Home Loan,Premier Low Rate Home Loan (Owner Occupier),https://mozo.com.au/home-loans/information/defence-bank/Premier-Home-Loan/6334,fragment product_id_4111 clearfix,n/a,0 Months,none,3.90%,n/a,$0.00,$0.00,$0.00,$0.00,none,$0.00,,$0.00,"$350,000",none,none,80.00%,Owner Occupier,Principal & Interest,Weekly Fortnightly Monthly,yes - free,no,yes - free,$0.00,no,no,none,none,3.90%,N/A,N/A
The Rock,1316,Essentials Home Loan,Essentials Home Loan (LVR<80% Owner Occupier Principal & Interest),https://mozo.com.au/home-loans/information/the-rock/Essentials-Home-Loan/3705,fragment product_id_1316 clearfix,n/a,0 Months,none,4.04%,n/a,$300.00,$0.00,$0.00,$350.00,none,$0.00,,$380.00,"$100,000","$3,000,000",none,80.00%,Owner Occupier,Principal & Interest,Weekly Fortnightly Monthly,yes - free,yes,yes - free,$500.00,yes,yes,none,none,3.99%,N/A,N/A
The Rock,727,Essentials Home Loan,Essentials Home Loan (LVR 80-90% Owner Occupier Principal & Interest),https://mozo.com.au/home-loans/information/the-rock/Essentials-Home-Loan/3705,fragment product_id_727 clearfix,n/a,0 Months,none,4.06%,n/a,$600.00,$0.00,$0.00,$350.00,none,$0.00,,$380.00,"$100,000","$3,000,000",80.00%,90.00%,Owner Occupier,Principal & Interest,Weekly Fortnightly Monthly,yes - free,yes,yes - free,$500.00,yes,yes,none,none,3.99%,N/A,N/A
The Rock,1315,Essentials Home Loan,Essentials Home Loan (LVR>90% Owner Occupier Principal & Interest),https://mozo.com.au/home-loans/information/the-rock/Essentials-Home-Loan/3705,fragment product_id_1315 clearfix,n/a,0 Months,none,4.93%,n/a,$600.00,$0.00,$0.00,$350.00,none,$0.00,,$380.00,"$100,000","$3,000,000",90.00%,95.00%,Owner Occupier,Principal & Interest,Weekly Fortnightly Monthly,yes - free,yes,yes - free,$500.00,yes,yes,none,none,4.86%,N/A,N/A
The Rock,4651,Essentials Home Loan,Essentials Home Loan (LVR<80% Owner Occupier Interest Only),https://mozo.com.au/home-loans/information/the-rock/Essentials-Home-Loan/3705,fragment product_id_4651 clearfix,n/a,0 Months,none,4.24%,n/a,$300.00,$0.00,$0.00,$350.00,none,$0.00,,$380.00,"$100,000","$3,000,000",none,80.00%,Owner Occupier,Interest Only,Weekly Fortnightly Monthly,yes - free,yes,yes - free,$500.00,yes,yes,none,none,4.19%,N/A,N/A
The Rock,2334,Essentials Home Loan,Essentials Home Loan (Investment Principal & Interest),https://mozo.com.au/home-loans/information/the-rock/Essentials-Home-Loan/3705,fragment product_id_2334 clearfix,n/a,0 Months,none,4.64%,n/a,$300.00,$0.00,$0.00,$350.00,none,$0.00,,$380.00,"$100,000","$3,000,000",none,80.00%,Investor,Principal & Interest,Weekly Fortnightly Monthly,yes - free,yes,yes - free,$500.00,yes,yes,none,none,4.59%,N/A,N/A
The Rock,4652,Essentials Home Loan,Essentials Home Loan (Investment Interest Only),https://mozo.com.au/home-loans/information/the-rock/Essentials-Home-Loan/3705,fragment product_id_4652 clearfix,n/a,0 Months,none,4.84%,n/a,$300.00,$0.00,$0.00,$350.00,none,$0.00,,$380.00,"$100,000","$3,000,000",none,80.00%,Investor,Interest Only,Weekly Fortnightly Monthly,yes - free,yes,yes - free,$500.00,yes,yes,none,none,4.79%,N/A,N/A
The Rock,729,Standard Variable Rate Loan,Standard Variable Rate Loan (Owner Occupier Principal & Interest),https://mozo.com.au/home-loans/information/the-rock/Standard-Variable-Rate-Loan/3707,fragment product_id_729 clearfix,n/a,0 Months,none,5.86%,n/a,$600.00,$0.00,$0.00,$350.00,none,$5.00,monthly,$380.00,"$50,000","$3,000,000",none,95.00%,Owner Occupier,Principal & Interest,Weekly Fortnightly Monthly,yes - free,yes,yes - free,$500.00,yes,yes - optional $12 per month,none,none,5.73%,N/A,N/A
The Rock,4654,Standard Variable Rate Loan,Standard Variable Rate Loan (Owner Occupier Interest Only),https://mozo.com.au/home-loans/information/the-rock/Standard-Variable-Rate-Loan/3707,fragment product_id_4654 clearfix,n/a,0 Months,none,6.06%,n/a,$600.00,$0.00,$0.00,$350.00,none,$5.00,monthly,$380.00,"$50,000","$3,000,000",none,80.00%,Owner Occupier,Interest Only,Weekly Fortnightly Monthly,yes - free,yes,yes - free,$500.00,yes,yes - optional $12 per month,none,none,5.93%,N/A,N/A
The Rock,4236,Standard Variable Rate Loan,Standard Variable Rate Loan (Investment),https://mozo.com.au/home-loans/information/the-rock/Standard-Variable-Rate-Loan/3707,fragment product_id_4236 clearfix,n/a,0 Months,none,5.86%,n/a,$600.00,$0.00,$0.00,$350.00,none,$5.00,monthly,$380.00,"$50,000","$3,000,000",none,80.00%,Investor,Principal & Interest Interest Only,Weekly Fortnightly Monthly,yes - free,yes,yes - free,$500.00,yes,yes - optional $12 per month,none,none,5.73%,N/A,N/A
The Rock,735,Fixed Rate Loan,Fixed Rate Loan (LVR<80% Owner Occupier Principal & Interest),https://mozo.com.au/home-loans/information/the-rock/Fixed-Rate-Loan/3713,fragment product_id_735 clearfix,,0 Months,none,5.67%,5.73%,$600.00,$0.00,$0.00,$350.00,none,$5.00,monthly,$380.00,"$50,000","$3,000,000",none,80.00%,Owner Occupier,Principal & Interest,Weekly Fortnightly Monthly,yes - free,yes,yes - free,$500.00,yes,no,Extra repayments free up to $10000 per annum during fixed rate period.,none,3.89%,Fixed 1 year rate,735 Fixed 1 year rate
The Rock,735,Fixed Rate Loan,Fixed Rate Loan (LVR<80% Owner Occupier Principal & Interest),https://mozo.com.au/home-loans/information/the-rock/Fixed-Rate-Loan/3713,fragment product_id_735 clearfix,,0 Months,none,5.50%,5.73%,$600.00,$0.00,$0.00,$350.00,none,$5.00,monthly,$380.00,"$50,000","$3,000,000",none,80.00%,Owner Occupier,Principal & Interest,Weekly Fortnightly Monthly,yes - free,yes,yes - free,$500.00,yes,no,Extra repayments free up to $10000 per annum during fixed rate period.,none,3.84%,Fixed 2 year rate,735 Fixed 2 year rate
The Rock,735,Fixed Rate Loan,Fixed Rate Loan (LVR<80% Owner Occupier Principal & Interest),https://mozo.com.au/home-loans/information/the-rock/Fixed-Rate-Loan/3713,fragment product_id_735 clearfix,,0 Months,none,5.34%,5.73%,$600.00,$0.00,$0.00,$350.00,none,$5.00,monthly,$380.00,"$50,000","$3,000,000",none,80.00%,Owner Occupier,Principal & Interest,Weekly Fortnightly Monthly,yes - free,yes,yes - free,$500.00,yes,no,Extra repayments free up to $10000 per annum during fixed rate period.,none,3.84%,Fixed 3 year rate,735 Fixed 3 year rate
The Rock,735,Fixed Rate Loan,Fixed Rate Loan (LVR<80% Owner Occupier Principal & Interest),https://mozo.com.au/home-loans/information/the-rock/Fixed-Rate-Loan/3713,fragment product_id_735 clearfix,,0 Months,none,5.37%,5.73%,$600.00,$0.00,$0.00,$350.00,none,$5.00,monthly,$380.00,"$50,000","$3,000,000",none,80.00%,Owner Occupier,Principal & Interest,Weekly Fortnightly Monthly,yes - free,yes,yes - free,$500.00,yes,no,Extra repayments free up to $10000 per annum during fixed rate period.,none,4.59%,Fixed 5 year rate,735 Fixed 5 year rate
The Rock,1410,Fixed Rate Loan,Fixed Rate Loan (LVR 80-90% Owner Occupier Principal & Interest),https://mozo.com.au/home-loans/information/the-rock/Fixed-Rate-Loan/3713,fragment product_id_1410 clearfix,,0 Months,none,5.73%,5.73%,$600.00,$0.00,$0.00,$350.00,none,$5.00,monthly,$380.00,"$50,000","$3,000,000",80.00%,90.00%,Owner Occupier,Principal & Interest,Weekly Fortnightly Monthly,yes - free,yes,yes - free,$500.00,yes,no,Extra repayments free up to $10000 per annum during fixed rate period.,none,4.49%,Fixed 1 year rate,1410 Fixed 1 year rate
The Rock,1410,Fixed Rate Loan,Fixed Rate Loan (LVR 80-90% Owner Occupier Principal & Interest),https://mozo.com.au/home-loans/information/the-rock/Fixed-Rate-Loan/3713,fragment product_id_1410 clearfix,,0 Months,none,5.62%,5.73%,$600.00,$0.00,$0.00,$350.00,none,$5.00,monthly,$380.00,"$50,000","$3,000,000",80.00%,90.00%,Owner Occupier,Principal & Interest,Weekly Fortnightly Monthly,yes - free,yes,yes - free,$500.00,yes,no,Extra repayments free up to $10000 per annum during fixed rate period.,none,4.49%,Fixed 2 year rate,1410 Fixed 2 year rate
The Rock,1410,Fixed Rate Loan,Fixed Rate Loan (LVR 80-90% Owner Occupier Principal & Interest),https://mozo.com.au/home-loans/information/the-rock/Fixed-Rate-Loan/3713,fragment product_id_1410 clearfix,,0 Months,none,5.34%,5.73%,$600.00,$0.00,$0.00,$350.00,none,$5.00,monthly,$380.00,"$50,000","$3,000,000",80.00%,90.00%,Owner Occupier,Principal & Interest,Weekly Fortnightly Monthly,yes - free,yes,yes - free,$500.00,yes,no,Extra repayments free up to $10000 per annum during fixed rate period.,none,3.84%,Fixed 3 year rate,1410 Fixed 3 year rate
The Rock,1410,Fixed Rate Loan,Fixed Rate Loan (LVR 80-90% Owner Occupier Principal & Interest),https://mozo.com.au/home-loans/information/the-rock/Fixed-Rate-Loan/3713,fragment product_id_1410 clearfix,,0 Months,none,5.46%,5.73%,$600.00,$0.00,$0.00,$350.00,none,$5.00,monthly,$380.00,"$50,000","$3,000,000",80.00%,90.00%,Owner Occupier,Principal & Interest,Weekly Fortnightly Monthly,yes - free,yes,yes - free,$500.00,yes,no,Extra repayments free up to $10000 per annum during fixed rate period.,none,4.79%,Fixed 5 year rate,1410 Fixed 5 year rate
The Rock,5165,Fixed Rate Loan,Fixed Rate Loan (LVR>90% Owner Occupier Principal & Interest),https://mozo.com.au/home-loans/information/the-rock/Fixed-Rate-Loan/3713,fragment product_id_5165 clearfix,,0 Months,none,5.73%,5.73%,$600.00,$0.00,$0.00,$350.00,none,$5.00,monthly,$380.00,"$50,000","$3,000,000",90.00%,95.00%,Owner Occupier,Principal & Interest,Weekly Fortnightly Monthly,yes - free,yes,yes - free,$500.00,yes,no,Extra repayments free up to $10000 per annum during fixed rate period.,none,4.49%,Fixed 1 year rate,5165 Fixed 1 year rate
